Date,Open,High,Low,Close,Volume,Adj Close
1/4/1982,22.125001,22.125001,22,22,17813600,0.333894
1/5/1982,21.125,21.125,20.875,20.875,8960000,0.31682
1/6/1982,20.749999,20.749999,20.625,20.625,16520000,0.313026
1/7/1982,19.25,19.25,18.999999,18.999999,17511200,0.288363
1/8/1982,19.874999,20,19.874999,19.874999,14151200,0.301643
1/11/1982,18.75,18.75,18.625001,18.625001,8332800,0.282672
1/12/1982,18.124999,18.124999,18,18,14980000,0.273186
1/13/1982,18,18,17.875,17.875,10438400,0.271289
1/14/1982,18.75,18.875,18.75,18.75,6428800,0.284569
1/15/1982,20,20.25,20,20,11676000,0.30354
1/18/1982,20.375001,20.625,20.375001,20.375001,7000000,0.309232
1/19/1982,20.125,20.125,19.874999,19.874999,13876800,0.301643
1/20/1982,20.25,20.375001,20.25,20.25,6456800,0.307335
1/21/1982,20.625,20.749999,20.625,20.625,8332800,0.313026
1/22/1982,20.749999,20.875,20.749999,20.749999,6064800,0.314923
1/25/1982,20.25,20.25,20.125,20.125,11177600,0.305437
1/26/1982,19.625,19.625,19.375,19.375,5303200,0.294055
1/27/1982,19.500001,19.75,19.500001,19.500001,7840000,0.295952
1/28/1982,20.125,20.25,20.125,20.125,9900800,0.305437
1/29/1982,20.375001,20.5,20.375001,20.375001,13288800,0.309232
2/1/1982,20.375001,20.375001,20.125,20.125,9632000,0.305437
2/2/1982,20.25,20.5,20.25,20.25,13568800,0.307335
2/3/1982,20.25,20.375001,20.25,20.25,7868000,0.307335
2/4/1982,19.874999,19.874999,19.75,19.75,5510400,0.299746
2/5/1982,19.75,19.874999,19.75,19.75,10074400,0.299746
2/8/1982,18.625001,18.625001,18.5,18.5,7924000,0.280775
2/9/1982,18.5,18.625001,18.5,18.5,14476000,0.280775
2/10/1982,18.75,18.875,18.75,18.75,9699200,0.284569
2/11/1982,18.625001,18.625001,18.5,18.5,6132000,0.280775
2/12/1982,18.75,18.875,18.75,18.75,4911200,0.284569
2/16/1982,18.5,18.5,18.375,18.375,8579200,0.278878
2/17/1982,18.625001,18.75,18.625001,18.625001,6395200,0.282672
2/18/1982,18.875,18.999999,18.875,18.875,7095200,0.286466
2/19/1982,18.875,18.875,18.75,18.75,3399200,0.284569
2/22/1982,18.625001,18.625001,18.5,18.5,6658400,0.280775
2/23/1982,18.375,18.375,18.25,18.25,8635200,0.276981
2/24/1982,18.375,18.5,18.375,18.375,9486400,0.278878
2/25/1982,18.375,18.375,18.25,18.25,7700000,0.276981
2/26/1982,18.25,18.375,18.25,18.25,4356800,0.276981
3/1/1982,18.375,18.5,18.375,18.375,8825600,0.278878
3/2/1982,18.375,18.5,18.375,18.375,8702400,0.278878
3/3/1982,18.375,18.5,18.375,18.375,5913600,0.278878
3/4/1982,18.124999,18.124999,18,18,9592800,0.273186
3/5/1982,16.75,16.75,16.625,16.625,11328800,0.252318
3/8/1982,16.5,16.5,16.374999,16.374999,8786400,0.248524
3/9/1982,16.5,16.625,16.5,16.5,13126400,0.250421
3/10/1982,16.374999,16.374999,16.25,16.25,21733600,0.246627
3/11/1982,16.25,16.5,16.25,16.25,5644800,0.246627
3/12/1982,15.375,15.375,15.25,15.25,11636800,0.231449
3/15/1982,15.25,15.25,15.125001,15.125001,12840800,0.229552
3/16/1982,15,15,14.875,14.875,11788000,0.225758
3/17/1982,14.250001,14.250001,14.125,14.125,12622400,0.214375
3/18/1982,15.25,15.375,15.25,15.25,14084000,0.231449
3/19/1982,16.625,16.75,16.625,16.625,16452800,0.252318
3/22/1982,17.875,18,17.875,17.875,17298400,0.271289
3/23/1982,17.750001,17.750001,17.625,17.625,13988800,0.267495
3/24/1982,16.75,16.75,16.625,16.625,12902400,0.252318
3/25/1982,16.625,16.625,16.5,16.5,21028000,0.250421
3/26/1982,16.374999,16.374999,16.25,16.25,12695200,0.246627
3/29/1982,16.625,16.75,16.625,16.625,16900800,0.252318
3/30/1982,16.875001,17,16.875001,16.875001,19488000,0.256112
3/31/1982,16.875001,17,16.875001,16.875001,12538400,0.256112
4/1/1982,17.750001,17.875,17.750001,17.750001,14784000,0.269392
4/2/1982,17.750001,17.875,17.750001,17.750001,21201600,0.269392
4/5/1982,17.750001,17.875,17.750001,17.750001,21660800,0.269392
4/6/1982,17.750001,17.750001,17.625,17.625,17897600,0.267495
4/7/1982,17.5,17.5,17.375,17.375,7274400,0.263701
4/8/1982,17.5,17.625,17.5,17.5,5997600,0.265598
4/12/1982,17.5,17.625,17.375,17.375,11076800,0.263701
4/13/1982,16.125,16.125,16.000001,16.000001,21324800,0.242832
4/14/1982,16.125,16.25,16.125,16.125,28397600,0.244729
4/15/1982,16.374999,16.5,16.374999,16.374999,41070400,0.248524
4/16/1982,16.875001,17,16.875001,16.875001,26012000,0.256112
4/19/1982,16.75,16.75,16.5,16.5,10320800,0.250421
4/20/1982,15.875,15.875,15.75,15.75,20137600,0.239038
4/21/1982,15.75,15.75,15.625,15.625,18256000,0.237141
4/22/1982,15.499999,15.499999,15.375,15.375,13148800,0.233347
4/23/1982,15.375,15.499999,15.375,15.375,12073600,0.233347
4/26/1982,15.75,15.875,15.75,15.75,14481600,0.239038
4/27/1982,15.375,15.375,15.25,15.25,17567200,0.231449
4/28/1982,14.75,14.75,14.624999,14.624999,24808000,0.221964
4/29/1982,14.624999,14.75,14.624999,14.624999,20557600,0.221964
4/30/1982,14.75,14.875,14.75,14.75,69350400,0.223861
5/3/1982,15.25,15.375,15.25,15.25,20675200,0.231449
5/4/1982,15.75,15.875,15.75,15.75,18496800,0.239038
5/5/1982,15.75,15.75,15.499999,15.499999,13484800,0.235244
5/6/1982,16.000001,16.125,16.000001,16.000001,18866400,0.242832
5/7/1982,16.25,16.374999,16.25,16.25,21179200,0.246627
5/10/1982,16.125,16.125,16.000001,16.000001,7901600,0.242832
5/11/1982,15.625,15.625,15.499999,15.499999,25754400,0.235244
5/12/1982,15.25,15.25,15.125001,15.125001,17752000,0.229552
5/13/1982,15.25,15.375,15.25,15.25,13613600,0.231449
5/14/1982,14.875,14.875,14.624999,14.624999,23934400,0.221964
5/17/1982,14.5,14.5,14.375,14.375,19051200,0.21817
5/18/1982,14.250001,14.250001,14.125,14.125,30508800,0.214375
5/19/1982,14.125,14.125,14,14,18821600,0.212478
5/20/1982,14.125,14.250001,14.125,14.125,6904800,0.214375
5/21/1982,14.250001,14.375,14.250001,14.250001,9710400,0.216272
5/24/1982,14.375,14.5,14.375,14.375,7996800,0.21817
5/25/1982,14.375,14.5,14.375,14.375,12891200,0.21817
5/26/1982,14.375,14.375,14.250001,14.250001,10819200,0.216272
5/27/1982,14.125,14.125,14,14,7812000,0.212478
5/28/1982,14,14.125,14,14,4799200,0.212478
6/1/1982,13.875,13.875,13.75,13.75,11900000,0.208684
6/2/1982,14,14.125,14,14,8226400,0.212478
6/3/1982,13.75,13.75,13.5,13.5,9940000,0.20489
6/4/1982,13.25,13.25,13.125,13.125,9419200,0.199198
6/7/1982,13.125,13.25,13.125,13.125,9290400,0.199198
6/8/1982,13.125,13.125,13,13,7851200,0.197301
6/9/1982,12.875,12.875,12.75,12.75,8461600,0.193507
6/10/1982,12.875,13,12.875,12.875,8601600,0.195404
6/11/1982,13.375,13.5,13.375,13.375,13658400,0.202993
6/14/1982,13.375,13.5,13.375,13.375,7498400,0.202993
6/15/1982,13.375,13.5,13.375,13.375,8803200,0.202993
6/16/1982,13.375,13.5,13.375,13.375,10432800,0.202993
6/17/1982,13.25,13.25,13.125,13.125,7291200,0.199198
6/18/1982,13.125,13.125,12.875,12.875,4967200,0.195404
6/21/1982,12.875,13,12.875,12.875,7134400,0.195404
6/22/1982,13.375,13.625,13.375,13.375,4390400,0.202993
6/23/1982,13.75,14,13.75,13.75,13188000,0.208684
6/24/1982,13.75,13.875,13.75,13.75,11037600,0.208684
6/25/1982,13.375,13.375,13.25,13.25,6669600,0.201095
6/28/1982,13.25,13.25,13.125,13.125,6288800,0.199198
6/29/1982,12.875,12.875,12.75,12.75,8954400,0.193507
6/30/1982,12.75,12.875,12.75,12.75,16906400,0.193507
7/1/1982,12.75,12.75,12.625,12.625,13932800,0.19161
7/2/1982,12.125,12.125,12,12,14526400,0.182124
7/6/1982,11.625,11.625,11.5,11.5,21924000,0.174536
7/7/1982,11.5,11.625,11.5,11.5,7593600,0.174536
7/8/1982,11.125,11.125,11,11,41081600,0.166947
7/9/1982,11.375,11.5,11.375,11.375,32104800,0.172639
7/12/1982,11.625,11.75,11.625,11.625,15848000,0.176433
7/13/1982,12.375,12.5,12.375,12.375,28593600,0.187816
7/14/1982,12.5,12.75,12.5,12.5,17780000,0.189713
7/15/1982,12.75,12.875,12.75,12.75,16447200,0.193507
7/16/1982,13.25,13.375,13.25,13.25,19252800,0.201095
7/19/1982,13.375,13.5,13.375,13.375,20944000,0.202993
7/20/1982,14.250001,14.375,14.250001,14.250001,12426400,0.216272
7/21/1982,14.250001,14.375,14.250001,14.250001,17925600,0.216272
7/22/1982,14.375,14.5,14.375,14.375,8803200,0.21817
7/23/1982,14.250001,14.250001,14.125,14.125,4575200,0.214375
7/26/1982,13.625,13.625,13.5,13.5,14212800,0.20489
7/27/1982,13.5,13.625,13.5,13.5,8080800,0.20489
7/28/1982,13,13,12.875,12.875,13378400,0.195404
7/29/1982,13.375,13.5,13.375,13.375,15467200,0.202993
7/30/1982,13.5,13.625,13.5,13.5,9654400,0.20489
8/2/1982,13.875,14,13.875,13.875,23598400,0.210581
8/3/1982,13.125,13.125,13,13,22467200,0.197301
8/4/1982,13,13,12.875,12.875,20966400,0.195404
8/5/1982,12.5,12.5,12.375,12.375,17438400,0.187816
8/6/1982,12.375,12.375,12.25,12.25,24208800,0.185918
8/9/1982,12.375,12.5,12.375,12.375,14028000,0.187816
8/10/1982,13.125,13.25,13.125,13.125,28061600,0.199198
8/11/1982,13.25,13.375,13.25,13.25,17472000,0.201095
8/12/1982,13.25,13.25,13.125,13.125,7655200,0.199198
8/13/1982,13.125,13.25,13.125,13.125,6490400,0.199198
8/16/1982,13.375,13.5,13.375,13.375,9604000,0.202993
8/17/1982,14.250001,14.5,14.250001,14.250001,11933600,0.216272
8/18/1982,14.250001,14.375,14.250001,14.250001,31264800,0.216272
8/19/1982,14.375,14.5,14.375,14.375,11905600,0.21817
8/20/1982,14.75,14.875,14.75,14.75,13714400,0.223861
8/23/1982,15.375,15.499999,15.375,15.375,17421600,0.233347
8/24/1982,16.125,16.25,16.125,16.125,38942400,0.244729
8/25/1982,17.249999,17.375,17.249999,17.249999,89269600,0.261804
8/26/1982,17.750001,17.875,17.750001,17.750001,52645600,0.269392
8/27/1982,17,17,16.875001,16.875001,24662400,0.256112
8/30/1982,17.125,17.249999,17.125,17.125,20109600,0.259906
8/31/1982,18,18.124999,18,18,35140000,0.273186
9/1/1982,17.625,17.625,17.5,17.5,20641600,0.265598
9/2/1982,18.25,18.375,18.25,18.25,18855200,0.276981
9/3/1982,18.375,18.5,18.375,18.375,26135200,0.278878
9/7/1982,17.5,17.5,17.375,17.375,20344800,0.263701
9/8/1982,18,18.124999,18,18,18082400,0.273186
9/9/1982,17.750001,17.750001,17.625,17.625,15898400,0.267495
9/10/1982,18.124999,18.25,18.124999,18.124999,14016800,0.275083
9/13/1982,18.25,18.375,18.25,18.25,14722400,0.276981
9/14/1982,18.875,18.999999,18.875,18.875,25373600,0.286466
9/15/1982,18.875,18.875,18.75,18.75,17936800,0.284569
9/16/1982,18.375,18.375,18.124999,18.124999,20092800,0.275083
9/17/1982,17.875,17.875,17.750001,17.750001,13512800,0.269392
9/20/1982,17.875,18,17.875,17.875,9783200,0.271289
9/21/1982,18.25,18.375,18.25,18.25,9167200,0.276981
9/22/1982,18.75,18.875,18.75,18.75,25844000,0.284569
9/23/1982,18.75,18.875,18.75,18.75,34955200,0.284569
9/24/1982,18.25,18.25,18.124999,18.124999,44548000,0.275083
9/27/1982,18.124999,18.375,18.124999,18.124999,9536800,0.275083
9/28/1982,18.375,18.625001,18.375,18.375,21380800,0.278878
9/29/1982,18.375,18.5,18.375,18.375,16391200,0.278878
9/30/1982,18.375,18.375,18.25,18.25,18670400,0.276981
10/1/1982,18.5,18.75,18.5,18.5,11564000,0.280775
10/4/1982,18.5,18.875,18,18.75,17332000,0.284569
10/5/1982,18.75,19.25,18.75,18.875,20059200,0.286466
10/6/1982,18.875,20.25,18.875,20.25,43383200,0.307335
10/7/1982,20.375001,22,20.375001,21.875,77918400,0.331997
10/8/1982,21.875,23.625,21.75,23.5,68885600,0.35666
10/11/1982,23.5,24.750001,23.5,24,78433600,0.364248
10/12/1982,24,24.375,23.000001,23.25,64736000,0.352866
10/13/1982,23.25,24.249999,23.000001,23.5,49711200,0.35666
10/14/1982,23.5,23.875001,23.125,23.625,44665600,0.358557
10/15/1982,23.5,23.5,22.625,23.000001,36153600,0.349071
10/18/1982,23.000001,23.625,23.000001,23.5,23587200,0.35666
10/19/1982,23.5,24.249999,23.5,24,30710400,0.364248
10/20/1982,24,25.625001,23.875001,25.375,60524800,0.385117
10/21/1982,25.375,26.75,25,25.999999,56879200,0.394602
10/22/1982,25.999999,26.75,25.875,25.875,40420800,0.392705
10/25/1982,25.875,25.999999,24.249999,24.375,46233600,0.36994
10/26/1982,24.375,24.625,23.25,24.5,41938400,0.371837
10/27/1982,24.5,25.25,24.5,25.124999,47790400,0.381323
10/28/1982,25.124999,25.375,24.750001,25.124999,54420800,0.381323
10/29/1982,25.124999,25.375,24.750001,25.375,29528800,0.385117
11/1/1982,25.375,27,25.124999,26.75,26090400,0.405985
11/2/1982,27,29.500001,27,28.625001,77711200,0.434442
11/3/1982,28.625001,30.75,28.625001,30.75,58783200,0.466693
11/4/1982,30.75,31.874999,30.5,30.999999,82269600,0.470487
11/5/1982,30.75,30.75,29.625,30.124999,35375200,0.457208
11/8/1982,30.124999,30.375001,28.75,28.875,29797600,0.438236
11/9/1982,28.875,30.124999,28.75,29.875,44945600,0.453413
11/10/1982,29.999999,31.5,29.999999,30.999999,50696800,0.470487
11/11/1982,30.999999,33.000001,30.5,33.000001,30788800,0.500842
11/12/1982,33.000001,34,32.375,32.375,32776800,0.491356
11/15/1982,32.375,32.749999,31.250001,31.625,31147200,0.479973
11/16/1982,31.625,31.749999,29.875,29.999999,45505600,0.45531
11/17/1982,29.999999,31.5,29.999999,31.375,36036000,0.476179
11/18/1982,31.375,31.874999,31.250001,31.375,38169600,0.476179
11/19/1982,31.375,31.625,30.75,30.874999,24326400,0.46859
11/22/1982,30.874999,30.874999,28.125,28.125,25312000,0.426854
11/23/1982,28.500001,29.75,28.500001,28.875,22125600,0.438236
11/24/1982,28.875,30.5,28.75,29.500001,18435200,0.447722
11/26/1982,29.500001,29.875,28.374999,29,25496800,0.440133
11/29/1982,29,29.375001,28,28.875,12488000,0.438236
11/30/1982,28.875,32.000001,28.75,31.874999,39799200,0.483767
12/1/1982,31.874999,33.750001,31.874999,32.5,51710400,0.493253
12/2/1982,32.5,33.000001,32.000001,32.5,41182400,0.493253
12/3/1982,32.125001,32.125001,31.375,31.749999,11894400,0.48187
12/6/1982,31.749999,33.750001,31.5,33.499999,36646400,0.50843
12/7/1982,33.499999,34.625001,32.749999,33.875001,41820800,0.514121
12/8/1982,33.875001,34.875,33.000001,33.125,28078400,0.502739
12/9/1982,32.624999,32.624999,30.999999,31.5,48664000,0.478076
12/10/1982,30.999999,30.999999,28.875,29.249999,41871200,0.443928
12/13/1982,29,29,28.625001,28.625001,23844800,0.434442
12/14/1982,28.625001,30.375001,28,28.374999,67513600,0.430648
12/15/1982,28.374999,28.500001,27.625,28.249999,32698400,0.428751
12/16/1982,28.249999,29.249999,28,28.75,35291200,0.436339
12/17/1982,28.75,30.375001,28.625001,30.124999,20182400,0.457208
12/20/1982,30.124999,30.250001,29.75,29.999999,17444000,0.45531
12/21/1982,29.999999,30.250001,29.500001,30.250001,19986400,0.459105
12/22/1982,30.375001,31.125001,30.375001,31.125001,25306400,0.472385
12/23/1982,31.125001,32.000001,30.874999,32.000001,21744800,0.485665
12/27/1982,32.000001,32.875001,31.749999,32.749999,15467200,0.497047
12/28/1982,32.749999,33.750001,32.125001,32.5,28341600,0.493253
12/29/1982,32.5,32.624999,30.999999,31.375,20176800,0.476179
12/30/1982,31.375,31.749999,29.625,29.999999,39216800,0.45531
12/31/1982,29.999999,30.375001,29.875,29.875,12415200,0.453413
1/3/1983,29.875,30.250001,28.249999,28.500001,28207200,0.432545
1/4/1983,28.500001,30.250001,28,30.124999,55927200,0.457208
1/5/1983,30.124999,30.5,29.625,30.250001,35386400,0.459105
1/6/1983,30.250001,30.375001,29,29.124999,24449600,0.442031
1/7/1983,29.124999,29.500001,27.5,27.5,43013600,0.417368
1/10/1983,27.5,29,27.25,28.75,68835200,0.436339
1/11/1983,28.75,29.500001,28.75,29.124999,347200,0.442031
1/12/1983,29.500001,31.5,29.500001,30.75,44245600,0.466693
1/13/1983,30.75,30.999999,30.250001,30.75,20568800,0.466693
1/14/1983,30.874999,33.000001,30.874999,33.000001,46160800,0.500842
1/17/1983,33.000001,34.625001,32.749999,34.125,58716000,0.517916
1/18/1983,34.125,34.875,32.5,33.375,54947200,0.506533
1/19/1983,33.375,34,33.25,33.624999,42414400,0.510327
1/20/1983,33.624999,37.375001,33.624999,37.375001,176960000,0.567241
1/21/1983,37.375001,39.000001,36.999999,37.375001,100648800,0.567241
1/24/1983,37.375001,37.375001,34.625001,35.249999,78853600,0.53499
1/25/1983,35.249999,37.5,35,36.625,41759200,0.555858
1/26/1983,36.999999,38.5,36.999999,38.125001,50803200,0.578624
1/27/1983,38.125001,41,37.999999,40.750001,26079200,0.618463
1/28/1983,40.750001,42,40.499999,41,99433600,0.622258
1/31/1983,41,41.625001,40.125,40.875001,47000800,0.620361
2/1/1983,40.875001,41.750001,40.25,41.750001,52740800,0.63364
2/2/1983,41.750001,43.75,41.125,42.875,66763200,0.650715
2/3/1983,42.875,44.75,42.500001,44.625,63134400,0.677274
2/4/1983,44.625,45.375,43.875,43.999999,53586400,0.667789
2/7/1983,43.999999,44.625,41.499999,42.249999,35728000,0.641229
2/8/1983,42.249999,42.875,41.374999,41.875,42028000,0.635538
2/9/1983,41.875,42.500001,40.750001,42.249999,45203200,0.641229
2/10/1983,42.249999,45.250001,42.249999,44.999999,59180800,0.682966
2/11/1983,45.375,47.25,45.375,46.5,50887200,0.705731
2/14/1983,46.5,46.5,45.125001,46.25,31544800,0.701937
2/15/1983,46.25,46.624999,44.874999,45.375,28795200,0.688657
2/16/1983,45.375,45.375,44.250001,44.5,29142400,0.675377
2/17/1983,44.5,44.5,42.625001,43.999999,34042400,0.667789
2/18/1983,43.999999,45.874999,43.500001,45.375,28722400,0.688657
2/22/1983,45.625,47.750001,45.625,46.5,49196000,0.705731
2/23/1983,46.5,47.125,46.125001,46.875001,27008800,0.711423
2/24/1983,47.25,48.374999,47.25,48.125,28873600,0.730394
2/25/1983,48.125,48.625001,46.5,46.749999,28672000,0.709525
2/28/1983,46.749999,46.875001,45.5,45.625,33073600,0.692451
3/1/1983,45.625,46.624999,45.5,46.375,35067200,0.703834
3/2/1983,46.375,47.000001,46.25,46.749999,26488000,0.709525
3/3/1983,46.749999,47.25,45.125001,45.250001,32883200,0.68676
3/4/1983,45.250001,45.375,43.249999,44.625,37951200,0.677274
3/7/1983,44.625,44.75,42.500001,43.75,38169600,0.663994
3/8/1983,43.500001,43.500001,41.750001,42.374999,55160000,0.643126
3/9/1983,42.374999,43.625,41.625001,43.625,49834400,0.662097
3/10/1983,43.625,44.124999,42.625001,43,28151200,0.652612
3/11/1983,43,43.75,41.374999,42.374999,21940800,0.643126
3/14/1983,42.249999,42.249999,40.375,41.374999,42968800,0.627949
3/15/1983,41.374999,42,40.125,42,18765600,0.637435
3/16/1983,42,43.500001,41.750001,42,27742400,0.637435
3/17/1983,42,42.374999,41.875,42.374999,11037600,0.643126
3/18/1983,42.374999,43.500001,42.249999,43,21532000,0.652612
3/21/1983,43,44.124999,42.75,43.999999,26006400,0.667789
3/22/1983,43.999999,45.125001,43.999999,44.5,25250400,0.675377
3/23/1983,44.5,44.625,42.249999,42.374999,35190400,0.643126
3/24/1983,42.374999,43.625,42.249999,43.124999,25614400,0.654509
3/25/1983,43.124999,43.875,43,43.124999,14515200,0.654509
3/28/1983,43,43,41.750001,42.500001,18642400,0.645023
3/29/1983,42.625001,44.124999,42.625001,43.75,25933600,0.663994
3/30/1983,43.75,44.375001,43.75,44.250001,21952000,0.671583
3/31/1983,44.250001,44.5,42.249999,42.249999,21285600,0.641229
4/4/1983,42.249999,42.249999,40.125,41.125,31847200,0.624155
4/5/1983,41.125,42,40.375,40.375,30525600,0.612772
4/6/1983,40.375,40.499999,39.5,40.000001,53496800,0.607081
4/7/1983,40.000001,40.25,39.375,39.624999,36377600,0.601389
4/8/1983,39.624999,39.875001,38.625,39.375,37564800,0.597595
4/11/1983,39.375,41.875,38.749999,41.625001,57618400,0.631743
4/12/1983,41.625001,42.625001,41.625001,42.500001,43512000,0.645023
4/13/1983,42.500001,44.124999,42.500001,43.999999,47443200,0.667789
4/14/1983,43.999999,45.125001,43.625,44.999999,34092800,0.682966
4/15/1983,44.999999,46.125001,44.999999,45.749999,28750400,0.694348
4/18/1983,46.000001,47.875001,46.000001,47.000001,38892000,0.71332
4/19/1983,47.000001,47.375,46.25,46.5,58469600,0.705731
4/20/1983,46.5,50.999999,46.5,50.625,72083200,0.768336
4/21/1983,51.250001,52.749999,51.250001,51.999999,57512000,0.789205
4/22/1983,51.999999,52.5,50.75,50.999999,31796800,0.774028
4/25/1983,50.999999,51.375001,48.374999,48.625001,31427200,0.737982
4/26/1983,48.625001,50.625,48.499999,50,24858400,0.758851
4/27/1983,50,51.124999,49,49.500001,21509600,0.751262
4/28/1983,49.500001,50.249999,48.875,50,19852000,0.758851
4/29/1983,50,50.75,49.374999,50.500001,77078400,0.766439
5/2/1983,50.500001,50.75,48.374999,49,24270400,0.743674
